"Artcle-URI","Article-Title","Acupoints-Extracted","Acupoints-Normalized","Acupoints-Mapped","Acupoints-Unmappable","Acupoints_TARA_IDs","Comment for internal use (CORE)","Comment from TEAM-Core","Comment","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1089/acm.2007.6316","Correlated Change in Upper Limb Function and Motor Cortex Activation After Verum and Sham Acupuncture in Patients with Chronic Stroke","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.2522/ptj.20100239","Cost  Effectiveness of Acupuncture Care as an Adjunct to Exercise  Bas d Physical Therapy for Osteoarthritis of the Knee","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1136/bmj.38033.896505.eb","Cost effectiveness analysis of a randomised trial of acupuncture for chronic headache in primary care","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1111/papr.12116","Cost-effectiveness of Acupuncture for Chronic Nonspecific Low Back Pain","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.pain.2006.06.006","Cost-effectiveness of acupuncture treatment in patients with chronic neck pain","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.jams.2014.12.001","Could Acupuncture Be Useful in the Treatment of Temporomandibular Dysfunction?","LI 4, LI 11, SI 19, LR 2, GB 20, GB 21, GB 34, BL 2, CV 23, TE 23","LI 4, LI 11, SI 19, LR 2, GB 20, GB 21, GB 34, BL 2, CV 23, TE 23","LI 4, LI 11, SI 19, LR 2, GB 20, GB 21, GB 34, BL 2, CV 23, TE 23","","TARA:0859695, TARA:8923096, TARA:1772472, TARA:6862058, TARA:2324295, TARA:5389461, TARA:8758950, TARA:8104948, TARA:5804897, TARA:6752232","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1142/S0192415X07004758","Crossover Clinical Trial to Determine the Effect of Manual Acupuncture at Siguan Points (Bilateral LI4 and LR3) on Intestinal Motility in Healthy Subjects","LI 4, LR 3","LI 4, LR 3","LI 4, LR 3","","TARA:0859695, TARA:6499349","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.jns.2010.03.033","Cupping for stroke rehabilitation: A systematic review","TE 14, SI 9, SI 11, GV 26, HT 1, LI 14, LI 11, LI 4, LU 5, CV 8","TE 14, SI 9, SI 11, GV 26, HT 1, LI 14, LI 11, LI 4, LU 5, CV 8","TE 14, SI 9, SI 11, GV 26, HT 1, LI 14, LI 11, LI 4, LU 5, CV 8","","TARA:5894876, TARA:2187225, TARA:4122792, TARA:0829128, TARA:0420802, TARA:3744150, TARA:8923096, TARA:0859695, TARA:1357729, TARA:9392275","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1186/s13020-017-0142-0","Cupping therapy versus acupuncture for pain-related conditions: a systematic review of randomized controlled trials and trial sequential analysis","LI 15, SI 9, SJ 14, LI 11, SJ 5, GB 34, PC 6, LI 4, LR 3, SP 6, SP 10, ST 36, GB 20, GB 12, EX-HN 1, GV 20, BL 10, EX-B 2, GB 30, BL 40, N 12, N 4, RN 9, EX-LE 2","LI 15, SI 9, SJ 14, LI 11, SJ 5, GB 34, PC 6, LI 4, LR 3, SP 6, SP 10, ST 36, GB 20, GB 12, EX-HN 1, GV 20, BL 10, EX-B 2, GB 30, BL 40, N 12, N 4, RN 9, EX-LE 2","LI 15, SI 9, TE 14, LI 11, TE 5, GB 34, PC 6, LI 4, LR 3, SP 6, SP 10, ST 36, GB 20, GB 12, Sishencong, GV 20, BL 10, Huatuojiaji, GB 30, BL 40, CV 9, Heding","N 12, N 4","TARA:7829474, TARA:2187225, TARA:5894876, TARA:8923096, TARA:8393005, TARA:8758950, TARA:4311153, TARA:0859695, TARA:6499349, TARA:4385250, TARA:8433932, TARA:6463344, TARA:2324295, TARA:1031890, TARA:9610280, TARA:3386254, TARA:0242146, TARA:3734471, TARA:9378285, TARA:5290080, TARA:4534524, TARA:3748376","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1007/s11655-011-0857-1","De-qi, Not Psychological Factors, Determines the Therapeutic Efficacy of Acupuncture Treatment for Primary Dysmenorrhea","ST 36, SP 6, RN 3","ST 36, SP 6, RN 3","ST 36, SP 6, CV 3","","TARA:6463344, TARA:4385250, TARA:0022762","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1080/00016340500317153","Decrease of pregnant women's pelvic pain after acupuncture: A randomized controlled single-blind study","BL 27, BL 28, BL 29, BL 31, BL 32, BL 54, KI 11, CV 3, SP 6, LR 2, LI 4","BL 27, BL 28, BL 29, BL 31, BL 32, BL 54, KI 11, CV 3, SP 6, LR 2, LI 4","BL 27, BL 28, BL 29, BL 31, BL 32, BL 54, KI 11, CV 3, SP 6, LR 2, LI 4","","TARA:6929444, TARA:5318530, TARA:3079460, TARA:2465151, TARA:6742407, TARA:0488267, TARA:9609679, TARA:0022762, TARA:4385250, TARA:6862058, TARA:0859695","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1177/1534735415572879","Defining the Quality of Acupuncture: The Case of Acupuncture for Cancer-Related Fatigue","ST 36, SP 6, LI 4, KI 3, CV 4, LI 11, GV 20, LIV 3, GB 34","ST 36, SP 6, LI 4, KI 3, CV 4, LI 11, GV 20, LIV 3, GB 34","ST 36, SP 6, LI 4, KI 3, CV 4, LI 11, GV 20, LR 3, GB 34","","TARA:6463344, TARA:4385250, TARA:0859695, TARA:4362146, TARA:9921528, TARA:8923096, TARA:3386254, TARA:6499349, TARA:8758950","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1093/ecam/nen080","Delayed Effect of Acupuncture Treatment in OA of the Knee: A Blinded, Randomized, Controlled Trial","GB 34, SP 5, Heading, ST 35, Xi Yan, LI 11, ST 43, KI 3, ST 34, KI 10","GB 34, SP 5, Heading, ST 35, Xi Yan, LI 11, ST 43, KI 3, ST 34, KI 10","GB 34, SP 5, ST 35, Xiyan, LI 11, ST 43, KI 3, ST 34, KI 10","Heading","TARA:8758950, TARA:7831710, TARA:2454652, TARA:0926802, TARA:8923096, TARA:7661549, TARA:4362146, TARA:8773594, TARA:8716769","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/s0254-6272(09)60037-6","Depressive Neurosis Treated by Acupuncture for Regulating the Liver - A Report of 176 Cases","LI 4, LR 3, GV 20, EX-HN 3, Liver, Heart","LI 4, LR 3, GV 20, EX-HN 3, Liver, Heart","LI 4, LR 3, GV 20, Yintang","Liver, Heart","TARA:0859695, TARA:6499349, TARA:3386254, TARA:3135569","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/S1566-0702(03)00103-6","Depressor effect on blood pressure and flow elicited by electroacupuncture in normal subjects","Li 4","Li 4","LI 4","","TARA:0859695","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1142/S0192415X0500293X","Deqi Sensation Between the Acupuncture  Experienced and the Naïve: A Korean Study II","LI 4","LI 4","LI 4","","TARA:0859695","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.jsat.2011.04.001","Determining the efficacy of auricular acupuncture for reducing anxiety in patients withdrawing from psychoactive drugs","sympathetic, shen men, lung, liver, kidney","sympathetic, shen men, lung, liver, kidney","HT 7","sympathetic, lung, liver, kidney","TARA:2442762","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1089/acm.2005.11.1005","Development of a Chinese Medicine Assessment Measure: An Interdisciplinary Approach Using the Delphi Method","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1002/j.1532-2149.2012.00215.x","Does acupuncture activate endogenous analgesia in chronic whiplash-associated disorders? A randomized crossover trial","GV 14, Huatuojiaji C1-C7, GB 20, SI 11, GB 21, TE 15, SI 14, BL 17, SP 10, SI 3, BL 64, TE 5, GB 41, Shiqizhuixia, Ear Zero point, Ear Jerome point, Ear C0 point","GV 14, Huatuojiaji C1-C7, GB 20, SI 11, GB 21, TE 15, SI 14, BL 17, SP 10, SI 3, BL 64, TE 5, GB 41, Shiqizhuixia, Ear Zero point, Ear Jerome point, Ear C0 point","GV 14, GB 20, SI 11, GB 21, TE 15, SI 14, BL 17, SP 10, SI 3, BL 64, TE 5, GB 41, Shiqizhui","Huatuojiaji C1-C7, Ear Zero point, Ear Jerome point, Ear C0 point","TARA:8452754, TARA:2324295, TARA:4122792, TARA:5389461, TARA:5828993, TARA:3226024, TARA:1124682, TARA:8433932, TARA:0220496, TARA:0471803, TARA:8393005, TARA:3668538, TARA:9907701","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1186/s12884-016-1092-8","Does acupuncture have a role in the treatment of threatened miscarriage? Findings from a feasibility randomised trial and semi-structured participant interviews","LU 7, LI 11, HT 7, LR 2, LR 3, GB 30, GB 34, GB 41, SP 1, SP 4, ST 36, ST 37, KI 6, KI 9, KI 21, KI 27, BL 20, BL 23, BL 57, BL 62, PC 6, TE 4, TE 5, TE 6, CV 4, GV 4, GV 20, Yin Tang","LU 7, LI 11, HT 7, LR 2, LR 3, GB 30, GB 34, GB 41, SP 1, SP 4, ST 36, ST 37, KI 6, KI 9, KI 21, KI 27, BL 20, BL 23, BL 57, BL 62, PC 6, TE 4, TE 5, TE 6, CV 4, GV 4, GV 20, Yin Tang","LU 7, LI 11, HT 7, LR 2, LR 3, GB 30, GB 34, GB 41, SP 1, SP 4, ST 36, ST 37, KI 6, KI 9, KI 21, KI 27, BL 20, BL 23, BL 57, BL 62, PC 6, TE 4, TE 5, TE 6, CV 4, GV 4, GV 20, Yintang","","TARA:3515622, TARA:8923096, TARA:2442762, TARA:6862058, TARA:6499349, TARA:9378285, TARA:8758950, TARA:3668538, TARA:8929565, TARA:7407065, TARA:6463344, TARA:5918799, TARA:2108622, TARA:2687954, TARA:3952187, TARA:4459765, TARA:3283628, TARA:0992296, TARA:4589241, TARA:1628341, TARA:4311153, TARA:1594912, TARA:8393005, TARA:7510801, TARA:9921528, TARA:8557069, TARA:3386254, TARA:3135569","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1161/hs0102.101815","Does Acupuncture Have Additional Value to Standard Poststroke Motor Rehabilitation?","LI 15, LI 11, LI 10, LI 4, TE 5, GB 30, GB 34, ST 36, ST 41, BL 60, CV 12, CV 10, CV 6, CV 4, ST 24, ST 26, GB 40, BL 40, S 32, ST 40, SP 10, KI 3, L 5, LIV 3, P 6, SI 3, TE 14","LI 15, LI 11, LI 10, LI 4, TE 5, GB 30, GB 34, ST 36, ST 41, BL 60, CV 12, CV 10, CV 6, CV 4, ST 24, ST 26, GB 40, BL 40, S 32, ST 40, SP 10, KI 3, L 5, LIV 3, P 6, SI 3, TE 14","LI 15, LI 11, LI 10, LI 4, TE 5, GB 30, GB 34, ST 36, ST 41, BL 60, CV 12, CV 10, CV 6, CV 4, ST 24, ST 26, GB 40, BL 40, ST 32, ST 40, SP 10, KI 3, LU 5, LR 3, PC 6, SI 3, TE 14","","TARA:7829474, TARA:8923096, TARA:0742938, TARA:0859695, TARA:8393005, TARA:9378285, TARA:8758950, TARA:6463344, TARA:6019290, TARA:5047947, TARA:0434959, TARA:1822260, TARA:8833337, TARA:9921528, TARA:1211048, TARA:8646804, TARA:9254368, TARA:5290080, TARA:8826565, TARA:9531666, TARA:8433932, TARA:4362146, TARA:1357729, TARA:6499349, TARA:4311153, TARA:0220496, TARA:5894876","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1161/01.str.0000035908.74261.c9","Does Acupuncture Improve Motor Recovery After Stroke? A Meta-Analysis of Randomized Controlled Trials","LI 4, LI 10, LI 11, GB 34","LI 4, LI 10, LI 11, GB 34","LI 4, LI 10, LI 11, GB 34","","TARA:0859695, TARA:0742938, TARA:8923096, TARA:8758950","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1155/2011/301767","Does Acupuncture Improve Quality of Life for Patients with Pain Associated with the Spine? A Systematic Review","SI 3, BL 10, BL 60, LR 3, GB 20, GB 34, TE 5, BL 20 to 34, BL 50 to 54, GB 30, GV 3 to 6, Huatuojiaji, Shiqizhuxia, BL 40, BL 60, BL 62, KI 3, KI 7, GB 31, GB 34, GB 41, LR 3, GV 14, GV 20, BL 23, BL 25, GB 30, BL 40, KI 3, GV 4, GV 3, GV 4, BL 23, BL 25, BL 36, BL 37, BL 40, BL 56, BL 60, GB 29 to 31, GB 34, GB 20, GB 21, LR 3, LI 4, GB 34, BL 10, GV 14, SI 3, BL 62, GB 39, Yintang, GV 20, SP 6","","","","","","","","","","","","","","","","","","","","","","","","",""
"uri not found","Does acupuncture improve the endometrium for women undergoing an embryo transfer: A pilot randomised controlled trial","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/S0304-3959(02)00269-5","Does acupuncture improve the orthopedic management of chronic low back pain -a randomized, blinded, controlled trial with 3 months follow up","BL 23, BL 25, GB 30","BL 23, BL 25, GB 30","BL 23, BL 25, GB 30","","TARA:0992296, TARA:0906448, TARA:9378285","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1080/00016340701645287","Does acupuncture used in nulliparous women reduce time from prelabour rupture of membranes at term to active phase of labour? A randomised controlled trial","CV 4, BL 20, SP 6, ST 36, BL 18, LIV 3, LI 4, BL 23, KI 3, GV 4, GV 20, HE 7, BL 15, LU 7, BL 32, P 6, TH 6","CV 4, BL 20, SP 6, ST 36, BL 18, LIV 3, LI 4, BL 23, KI 3, GV 4, GV 20, HE 7, BL 15, LU 7, BL 32, P 6, TH 6","CV 4, BL 20, SP 6, ST 36, BL 18, LR 3, LI 4, BL 23, KI 3, GV 4, GV 20, HT 7, BL 15, LU 7, BL 32, PC 6, TE 6","","TARA:9921528, TARA:3283628, TARA:4385250, TARA:6463344, TARA:9655874, TARA:6499349, TARA:0859695, TARA:0992296, TARA:4362146, TARA:8557069, TARA:3386254, TARA:2442762, TARA:5797983, TARA:3515622, TARA:6742407, TARA:4311153, TARA:7510801","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1089/acm.2008.0264","Does Auricular Acupuncture Reduce Postoperative Vomiting After Cholecystectomy?","Sympathetic Point, Stomach Point, Shen Men, Occiput","Sympathetic Point, Stomach Point, Shen Men, Occiput","HT 7","Sympathetic Point, Stomach Point, Occiput","TARA:2442762","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/S0021-5198(19)65282-0","Does electroacupuncture reduce craving for alcohol? A randomized controlled study","Shen Men, Sympathetic Tone, Lung 1, Knee 2, Internal Secretion, Elbow","Shen Men, Sympathetic Tone, Lung 1, Knee 2, Internal Secretion, Elbow","HT 7, LU 1","Sympathetic Tone, Knee 2, Internal Secretion, Elbow","TARA:2442762, TARA:0913913","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1159/000363442","Does Integrative Medicine Enhance Balance in Aging Adults? -Proof of Concept for Benefit of Electro-acupuncture Therapy in Parkinson's Disease","GV 20, GV 14, Foot Motor Sensory Area, Balance Area, ST 36, LI 4, GB 34, LR 3, KI 3, SP 6, BL 40","GV 20, GV 14, Foot Motor Sensory Area, Balance Area, ST 36, LI 4, GB 34, LR 3, KI 3, SP 6, BL 40","GV 20, GV 14, ST 36, LI 4, GB 34, LR 3, KI 3, SP 6, BL 40","Foot Motor Sensory Area, Balance Area","TARA:3386254, TARA:8452754, TARA:6463344, TARA:0859695, TARA:8758950, TARA:6499349, TARA:4362146, TARA:4385250, TARA:5290080","","","","","","","","","","","","","","","","","","","","",""
"https://pubmed.ncbi.nlm.nih.gov/10437184.0/","Does psychological testing help to predict the response to acupuncture or massage/relaxation therapy in patients presenting to a general neurology clinic with headache?","DU 20, Taiyang, GB 20, LI 4, GB 41, SJ 5, SP 6, ST 36, KID 3, P 6, BL 2, ST 40, GB 14, Ahshi","DU 20, Taiyang, GB 20, LI 4, GB 41, SJ 5, SP 6, ST 36, KID 3, P 6, BL 2, ST 40, GB 14, Ahshi","GV 20, Taiyang, GB 20, LI 4, GB 41, TE 5, SP 6, ST 36, KI 3, PC 6, BL 2, ST 40, GB 14","Ahshi","TARA:3386254, TARA:9534465, TARA:2324295, TARA:0859695, TARA:3668538, TARA:8393005, TARA:4385250, TARA:6463344, TARA:4362146, TARA:4311153, TARA:8104948, TARA:9531666, TARA:9987270","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1089/acm.2011.0404","Does Traditional Chinese Medicine Pattern Affect Acupoint Specific Effect? Analysis of Data from a Multicenter, Randomized, Controlled Trial for Primary Dysmenorrhea","SP 6, GB 39, adjacent nonacupoint","SP 6, GB 39, adjacent nonacupoint","SP 6, GB 39","adjacent nonacupoint","TARA:4385250, TARA:3770332","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1097/00007632-198005000-00011","Dry Needling of Muscle Motor Points for Chronic Low-Back Pain A Randomized Clinical Trial With Long-Term Follow-Up","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1089/acm.2006.6371","Dry Needling of Trigger Points with and Without Paraspinal Needling in Myofascial Pain Syndromes in Elderly Patients","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1136/acupmed-2015-010781","EA versus sham acupuncture and no acupuncture for the control of acute and delayed chemotherapy-induced nausea and vomiting: a pilot study","ST 36, PC 6, LR 3, LI 4, GB 34, LV 3","ST 36, PC 6, LR 3, LI 4, GB 34, LV 3","ST 36, PC 6, LR 3, LI 4, GB 34, LR 3","","TARA:6463344, TARA:4311153, TARA:6499349, TARA:0859695, TARA:8758950, TARA:6499349","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1111/j.1530-0277.2006.00333.x","Ear Acupuncture for Alcohol Withdrawal in Comparison With Aromatherapy: A Randomized-Controlled Trial","Sympathetic, Shenmen, Kidney, Liver, Lung","Sympathetic, Ear Shenmen, Kidney, Liver, Lung","","Sympathetic, Ear Shenmen, Kidney, Liver, Lung","","","added ""ear""","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1007/s11726-011-0533-1","Ear acupuncture for perimenopause syndrome: A multi  centered randomized controlled trial","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1007/s10072-011-0525-4","Ear acupuncture in the treatment of migraine attacks: a randomized trial on the efficacy of appropriate versus inappropriate acupoints","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"uri not found","Ear Acupuncture of Epidemic Parotitis: Analysis of 362 Cases","Not specified (the paper does not provide a detailed list of acupoints with their traditional Chinese medicine nomenclature or specific point numbers)","Not specified (the paper does not provide a detailed list of acupoints with their traditional Chinese medicine nomenclature or specific point numbers)","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1111/j.1471-0528.2008.02016.x","Ear acupuncture or local anaesthetics as pain relief during postpartum surgical repair: a randomised controlled trial","Shen Men, BL 36, GV 20","Shen Men, BL 36, GV 20","HT 7, BL 36, GV 20","","TARA:2442762, TARA:9927213, TARA:3386254","","","","","","","","","","","","","","","","","","","","",""
"https://pubmed.ncbi.nlm.nih.gov/16579094.0/","Ear Acupuncture Therapy for 37 Cases of Dysmenorrhea due to Endometriosis","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.4103/1673-5374.131590","Early filiform needle acupuncture for poststroke depression: a meta-analysis of 17 randomized controlled clinical trials","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1097/MD.0000000000000284","Effect and Safety of Deep Needling and Shallow Needling for Functional Constipation A Multicenter, Randomized Controlled Trial","ST 25","ST 25","ST 25","","TARA:5717468","","","","","","","","","","","","","","","","","","","","",""
"https://pubmed.ncbi.nlm.nih.gov/16817265.0/","Effect of ""Phased Whole Acupuncture Therapy"" on Ability of Daily Life in 63 Cases of Cerebral Infarction  induced Hemiplegia","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/s0254-6272(15)30133-3","Effect of a Traditional Chinese Medicine combined therapy on adolescent idiopathic scoliosis: a randomized controlled trial","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.ctim.2006.09.004","Effect of Acu-TENS on recovery heart rate after treadmill running exercise in subjects with normal health","PC 6","PC 6","PC 6","","TARA:4311153","","","","","","","","","","","","","","","","","","","","",""
"uri not found","Effect of Acupuncture and Traditional Chinese Herbal Medicine in Treating Endometriosis","Sanjiaojiu (Ex), Zhongji (CV 3), Shangliao (UB 31), Ciliao (UB 32), Zhongliao (UB 33), Xialiao (UB 34), Sanyinjiao (SP 6)","Sanjiaojiu, Zhongji, Shangliao, Ciliao, Zhongliao, Xialiao, Sanyinjiao","CV 3, BL 31, BL 33, BL 34, SP 6","Sanjiaojiu, Ciliao","TARA:0022762, TARA:2465151, TARA:6927551, TARA:1522109, TARA:4385250","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1136/acupmed-2013-010441","Effect of acupuncture at HT7 on heart rate variability: an exploratory study","HT 7","HT 7","HT 7","","TARA:2442762","","","","","","","","","","","","","","","","","","","","",""
"uri not found","Effect of Acupuncture at Shenmai (BL 62) and Zhaohai (KI 6) on Polysomnography of Primary Insomnia","BL 62, KI 6","BL 62, KI 6","BL 62, KI 6","","TARA:1628341, TARA:2108622","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/s0254-6272(10)60026-x","Effect of Acupuncture Combined with Blood-letting by a Three-edged Needle on 50 cases of Bell's Palsy at the Acute Stage","LI 4, SI 18, TE 1, ear apex","LI 4, SI 18, TE 1, ear apex","LI 4, SI 18, TE 1","ear apex","TARA:0859695, TARA:0287877, TARA:3369897","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1177/1534735415570634","Effect of Acupuncture for Radioactive-Iodine-Induced Anorexia in Thyroid Cancer Patients: A Randomized, Double-Blinded, Sham-Controlled Pilot Study","LI 4, LR 3, ST 36, SP 6, KI 2","LI 4, LR 3, ST 36, SP 6, KI 2","LI 4, LR 3, ST 36, SP 6, KI 2","","TARA:0859695, TARA:6499349, TARA:6463344, TARA:4385250, TARA:3114756","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1093/oxfordjournals.eurheartj.a059865","Effect of acupuncture in patients with angina pectoris","P 6, H 5, BL 15, BL 20, ST 36, H 7, LI 4, LI 11, LIV 3","P 6, H 5, BL 15, BL 20, ST 36, H 7, LI 4, LI 11, LIV 3","PC 6, HT 5, BL 15, BL 20, ST 36, HT 7, LI 4, LI 11, LR 3","","TARA:4311153, TARA:1282828, TARA:5797983, TARA:3283628, TARA:6463344, TARA:2442762, TARA:0859695, TARA:8923096, TARA:6499349","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1142/S0192415X0200020X","Effect of Acupuncture in the Treatment of Seasonal Allergic Rhinitis: A Randomized Controlled Clinical Trial","LI 20, Extra point, GB 20, BL 13, LU 9, BL 20, ST 36, BL 23, CV 6","LI 20, Extra point, GB 20, BL 13, LU 9, BL 20, ST 36, BL 23, CV 6","LI 20, GB 20, BL 13, LU 9, BL 20, ST 36, BL 23, CV 6","Extra point","TARA:6681003, TARA:2324295, TARA:6050541, TARA:8122277, TARA:3283628, TARA:6463344, TARA:0992296, TARA:8833337","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1089/acm.2009.0684","Effect of Acupuncture on Allergen-Induced Basophil Activation in Patients with Atopic Eczema: A Pilot Trial","LI 11, LI 4, ST 36, SP 10","LI 11, LI 4, ST 36, SP 10","LI 11, LI 4, ST 36, SP 10","","TARA:8923096, TARA:0859695, TARA:6463344, TARA:8433932","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1136/aim.2009.002022","Effect of acupuncture on assisted reproduction","PC 6, SP 8, LR 3, GV 20, ST 29, ST 36, SP 6, SP 10, LI 4","PC 6, SP 8, LR 3, GV 20, ST 29, ST 36, SP 6, SP 10, LI 4","PC 6, SP 8, LR 3, GV 20, ST 29, ST 36, SP 6, SP 10, LI 4","","TARA:4311153, TARA:6848518, TARA:6499349, TARA:3386254, TARA:5873796, TARA:6463344, TARA:4385250, TARA:8433932, TARA:0859695","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1007/s11255-016-1403-z","Effect of acupuncture on clinical symptoms and laboratory indicators for chronic prostatitis/chronic pelvic pain syndrome: a systematic review and meta-analysis","CV 1 (Guan Yuan), CV 2 (Qugu), CV 3 (Zhongji), CV 4 (Huiyin), BL 23 (Shenshu), BL 32 (Zhongliao), BL 33 (Ciliao), BL 34 (Xialiao), BL 54 (Zhibian), SP 6 (Sanyinjiao), SP 8 (Diji), SP 9 (Yinlingquan), SP 10 (Xue Hai), GB 30 (Huantiao), GB 41 (Zu Lin Qi), LV 3 (Tai Chong), LI 4 (He Gu), LU 7 (Lie Que), SI 3 (Hou Xi), SP 4 (Gong Sun)","CV 1, CV 2, CV 3, CV 4, BL 23, BL 32, BL 33, BL 34, BL 54, SP 6, SP 8, SP 9, SP 10, GB 30, GB 41, LV 3, LI 4, LU 7, SI 3, SP 4","CV 1, CV 2, CV 3, CV 4, BL 23, BL 32, BL 33, BL 34, BL 54, SP 6, SP 8, SP 9, SP 10, GB 30, GB 41, LR 3, LI 4, LU 7, SI 3, SP 4","","TARA:8693603, TARA:6969962, TARA:0022762, TARA:9921528, TARA:0992296, TARA:6742407, TARA:6927551, TARA:1522109, TARA:0488267, TARA:4385250, TARA:6848518, TARA:3553465, TARA:8433932, TARA:9378285, TARA:3668538, TARA:6499349, TARA:0859695, TARA:3515622, TARA:0220496, TARA:7407065","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1007/BF02713881","Effect of Acupuncture on Exercise-Induced Asthma","lung, lumbago","lung, lumbago","","lung, lumbago","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1111/j.1365-2133.1987.tb07359.x","Effect of acupuncture on experimentally induced itch","Lu 3, Lu 7, Liv 5, Liv 6","Lu 3, Lu 7, Liv 5, Liv 6","LU 3, LU 7, LR 5, LR 6","","TARA:3888808, TARA:3515622, TARA:0780558, TARA:8267317","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1007/s11726-010-0451-7","Effect of Acupuncture on Functional Reconstruction of the Wrist Following Cerebral Apoplexy","LI 15, LI 14, LI 10, TE 5, LU 5, PC 6","LI 15, LI 14, LI 10, TE 5, LU 5, PC 6","LI 15, LI 14, LI 10, TE 5, LU 5, PC 6","","TARA:7829474, TARA:3744150, TARA:0742938, TARA:8393005, TARA:1357729, TARA:4311153","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1007/BF01296505","Effect of Acupuncture on Gastric Acid Secretion in Healthy Male Volunteers","ST 36, lateral aspect of forearm","ST 36, lateral aspect of forearm","ST 36","lateral aspect of forearm","TARA:6463344","","","","","","","","","","","","","","","","","","","","",""
